[header]
width=256
height=64
tilewidth=16
tileheight=16
orientation=orthogonal
background_color=0,0,0,255

[tilesets]
tileset=../beastlands.png,16,16,0,0
tileset=../dungeon.png,16,16,0,0
tileset=../grotto_escape_pack/graphics/enemies.png,16,16,0,0
tileset=../grotto_escape_pack/graphics/player.png,16,16,0,0
tileset=../grotto_escape_pack/graphics/items.png,16,16,0,0

[layer]
type=BackDrop/Collision Layer
data=
859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,
859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,865,876,877,877,876,877,876,877,865,1666,1821,1821,1675,1676,1821,1672,1821,1821,1821,1677,1821,1821,1684,1821,1821,1821,1821,1821,1672,1821,1821,1821,1821,1821,1675,1676,1679,1680,1681,1821,1677,1684,1821,1821,1675,1676,1821,1821,1672,1821,1821,1821,1821,1821,1675,1676,1821,1821,1821,814,1677,1821,1675,1676,1821,1821,1674,1821,1821,1821,814,1821,1821,1677,1821,1821,1821,1821,1674,1821,1821,1821,1677,1821,865,859,61,61,61,61,859,729,729,729,729,729,729,729,729,729,729,729,729,729,859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,859,
859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,178,179,61,61,61,865,935,936,936,935,936,935,936,865,1725,1821,1821,1734,1735,1821,1821,1821,1821,1821,1736,1821,1821,1743,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1734,1735,1738,1739,1740,1821,1736,1802,1821,1821,1734,1735,1821,1821,1821,1821,1821,1821,1821,1821,1734,1735,1821,1821,1821,873,1736,1821,1734,1735,1821,1821,1821,1821,1821,1821,873,1821,1821,1736,1821,1821,1821,1821,1821,1821,1821,1821,1736,1727,865,859,61,61,61,61,859,729,729,729,729,729,729,729,729,729,729,729,729,729,859,61,61,61,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,61,61,61,377,377,377,377,377,377,859,
859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,237,238,61,435,61,61,878,874,875,876,874,876,877,865,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1743,1821,1821,1821,1821,1821,1821,1821,1821,1821,1904,1904,1821,1821,1821,1798,1821,1821,1821,1802,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,873,1821,1821,1821,1821,1821,1904,1904,1821,1821,1821,873,1821,1821,1821,1821,1821,1821,1821,1821,874,1821,1821,1821,1727,1727,61,61,61,61,61,859,729,729,729,729,729,729,729,729,729,729,729,729,729,859,61,61,61,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,61,61,61,436,436,436,436,436,436,859,
859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,296,297,61,494,61,61,937,933,934,935,933,935,936,865,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1743,1736,1821,1821,1821,1821,1821,1821,1904,1904,1904,1904,1821,1821,1821,1798,1821,1821,1821,1802,1821,1821,1821,1821,1821,1821,1821,1821,1821,1904,1821,1821,1821,1821,1821,1821,1821,873,1821,1821,1821,1821,1904,1904,1904,1821,1821,1821,873,1821,1821,1821,1821,1821,1904,1904,1821,933,1821,1821,1821,1727,1727,61,61,61,61,61,859,729,729,729,729,729,729,729,729,729,729,729,729,729,859,61,61,61,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,61,61,61,495,495,495,495,495,495,859,
859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1018,1019,1020,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,859,859,859,859,859,859,859,865,865,865,865,865,934,935,865,1821,1821,1821,1821,1904,1904,1904,1821,1904,1821,1821,1821,1821,1743,1736,1821,1821,1821,1821,1821,1904,1904,1904,1904,1904,1821,1821,1821,1798,1821,1821,1821,1802,1821,1821,1821,1821,1821,1821,1904,1904,1904,1904,1821,1821,1821,1821,1821,1821,1821,873,1821,1821,1821,1821,1904,1904,1904,1904,1821,1821,873,1821,1821,1821,1821,1821,1904,1904,1904,865,865,865,865,865,859,859,859,859,61,61,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,61,61,61,859,859,859,859,859,859,859,
859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1018,1019,1020,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1018,1019,1020,61,859,859,859,859,859,859,859,865,1821,1821,1821,1821,1821,1821,814,1821,1821,1821,1821,1904,1904,1904,1904,1904,1821,1821,1821,1821,1743,1821,1821,1821,1821,1821,1904,1904,1904,1904,1904,1904,1821,1821,1821,1798,1821,1821,1821,1802,1821,1821,1821,1821,1821,1904,1904,1904,1904,1904,1821,1821,1821,1821,1821,1821,1821,873,1821,1821,1821,1904,1904,1904,1904,1904,1821,1821,873,1821,1821,1821,1821,1904,1904,1904,1821,1904,865,865,865,865,859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,859,
859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1018,1020,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,859,859,859,859,859,865,1821,1821,1821,1821,1821,1821,873,1821,1821,1821,1821,1904,1904,1904,1904,1904,1821,1821,1821,1821,1743,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1856,1857,1858,1821,1821,1802,1821,1821,1821,1821,1904,1904,1904,1904,874,1904,1821,1821,1821,1821,1821,1821,1821,873,1821,1821,1821,1904,1904,1904,1904,1904,1821,1821,873,1821,874,1821,1904,1904,865,1821,1904,1821,1821,1821,865,865,859,61,61,61,61,61,61,61,61,61,61,964,965,966,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,859,
859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,39,40,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,355,356,357,358,359,360,61,61,61,61,859,859,859,859,859,865,1821,1821,1821,1821,1821,1821,873,1821,1821,1821,1821,1821,1821,1904,1904,1904,1821,1821,1821,1821,1743,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1915,1916,1917,1821,1821,1802,1821,1821,1821,1821,1904,1904,1904,1904,933,1912,1821,1912,1821,1821,1821,1821,1821,873,1821,1821,1912,1821,1821,1904,1904,1904,1821,1821,873,1821,933,1821,1821,1821,1821,1821,1821,1821,1821,1821,865,859,859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,964,965,966,61,61,61,61,61,61,61,859,
859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,95,96,61,98,99,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,415,416,417,418,61,61,61,61,61,61,61,859,859,859,865,1821,1821,1821,1821,1821,1821,873,1821,1821,1821,1821,1821,1821,1904,1904,1904,1821,1821,1821,1821,1743,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,1821,864,865,865,865,865,865,863,1802,1821,1821,1821,1821,1821,1821,1821,1821,865,865,865,865,1821,1821,1821,1821,1821,873,1821,1821,865,865,865,1904,1904,1821,1821,1821,873,1821,865,865,1821,1821,1821,1821,1821,1821,1821,1821,865,859,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1097,1098,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,859,
